text,source_label
"on three candidates in the 2018 elections in four Latin American statesThe risk assessment agencies, all from France, concluded that former São Paulo mayor Fernando Haddad (PT), a candidate defeated in the 2018 presidential election by the fascist faction, is the safest politician of the politicians who have competed in the presidential elections in Latin America in the last two decades. The conclusion comes from a study by the Institut Trilero A of France released today, and the institute evaluates the security of presidential candidates in their nation states because it's a key factor in the funding for the electoral effect. In Brazil, former President Luiz Inácio Lula da Silva, the 2006 presidential candidate for the PT-PMDB chairmanship, received the first financial profile recommended by the French, but as of Monday, President Jair Bolsonaro, nominated by the PT-PSDB-MDB coalition, also received his first favourable review. Neither of them got a satisfactory score, but they made some headway. """" In Latin America, ",machine_translated
"WASHINGTON - The Trump administration is considering payments of $2 per bushel for soybeans, 63 cents per bushel for wheat and 4 cents per bushel for corn as part of a package of up to $20 billion to offset U.S. farmers' losses from the trade war with China, Bloomberg reported on Tuesday.Caitlin Eannello, spokeswoman for the National Association of Wheat Growers, said that 63 cents per bushel for wheat is the number the organization has been hearing for the next round of U.S. trade aid. ""That is the number that we've been hearing, she told Reuters.Those payments would exceed the rates paid last year to farmers in a similar aid package.President Donald Trump earlier this month directed the Department of Agriculture to work on a new aid plan for farmers as Washington and Beijing intensified their 10-month-old trade war by raising tariffs on each other's goods.Agriculture Secretary Sonny Perdue last week said the new aid package was likely to be $15 billion to $20 billion, exceeding the up to $12 billion in aid rolled out last year to farmers.",human
"RIO DE JANEIRO - The Brazilian government and responsible mining companies must do more to ensure access to safe drinking water after a dam burst at a mine in early November and polluted a major river, a United Nations official said on Tuesday.""The government must strengthen its monitoring of both raw and treated water, improve water treatment, and disseminate clear information to the population,"" Léo Heller, U.N. special rapporteur on the human right to safe drinking water and sanitation, said in a statement.The burst dam released about 60 million cubic meters of water and thick mining waste, equivalent to 25,000 swimming pools, in Brazil's worst-ever environmental disaster. The mud flowed into the Rio Doce river, across two states, and into the Atlantic Ocean. At least 15 people were killed, and thousands of dead fish washed up on the river's banks.Several cities along the river had their water supply cut off as a result of the mud flow.Mine operator Samarco, which is co-owned by Brazil's Vale SA and Australia's BHP Billiton, trucked in water, but Heller said the actions were insufficient, and hundreds of thousands of people were still suffering interruptions to their water supply.""",human
"A recent report has revealed that being a Member of Parliament (MP) in Africa and Asia is the most dangerous job in the world.The report, which was commissioned by the International Institute for Democracy and Electoral Assistance (IDEA), showed that threats to political representation are a major problem in many countries around the world.According to the report, countries in Africa and Asia have the highest rates of violence and intimidation against MPs. In total, around a quarter of the world's MPs report threats and violence against them as a result of their political activities.The report also found that while the majority of these incidents are verbal, some MPs have also faced physical attacks, including beatings, abductions, and even death threats.The IDEA report emphasized the need to protect MPs in order to ensure democratic representation and protect human rights. It concluded that governments must do more to investigate and prosecute those responsible for the violence and intimidation of MPs.The report also recommended that governments should adopt protective measures, such as providing better security for MPs, as well as training on protection mechanisms for MPs and their families.It is clear from this report that governments in Africa and Asia must take urgent action to address the issue of violence and intimidation against MPs and ensure democratic representation for all.",ai_generated
"The rise in piracy off the Somali coast has resulted in more global piracy cases in 2009 than in all of 2008, according to a maritime watchdog group. Despite the rise in attacks, the number of successful hijackings has fallen. The International Maritime Bureau of the International Chamber of Commerce, reports 306 piracy incidents have been reported in the first three quarters of 2009 compared to 293 reported in all of 2008. The group attributes the jumps in total attacks from last year to Somali pirates. Attacks in the Gulf of Aden have nearly doubled, and attacks east of the Somali coast have increased nearly four-fold. The piracy appears to be increasing in armed intensity as well. The group reports the number of attacks that involved the use of firearms has doubled from 2008. International Maritime Bureau Director Pottengal Mukundan sees a silver lining in the grim statistics. ""What is very interesting is that the number of vessels, which have been successfully hijacked, [has] gone down from the figures last year,"" Mukundan said.Mukundan attributes the drop in hijackings both to the greater use of international navy patrols in the dangerous waters, as well as better prepared crews who brave the risky shipping lanes. He says captains of these ships are learning how to out-savvy the pirates in case of an attack, using evasive tactics that keep the ship moving even as the pirates open fire. Somalis claim organized piracy developed out of efforts by local fisherman to protect against illicit overfishing by outsiders taking advantage of the country's inner turmoil.",human
"Ireland criticized France for receiving Saad Hariri, the prime minister of Lebanon, who resigned in the midst of the crisis in the region, in Paris.""It is sad to see that France is receiving Mr. Hariri to further its own interests and divert attention from criticism of Saudi Arabia,"" Foreign Minister Mohammad Javad Zarif said at a press conference. Zarif suggested that Hariri had been kidnapped by Saudi Arabia and forced to give up. He said that this was a """" very serious question, """" and that """" we need to have a serious debate about what happened to him. """" According to Zarif, receiving Hariri from France is """" unacceptable """" and ""unjustifiable. He also accused Saudi Arabia of trying to create conflict among Arab countries, stressing that Iran was ""ready to avoid escalating tensions.""",machine_translated
"NAIROBI - Zanzibar is preparing for an election rerun Sunday, after polls were nullified in the region last year. But the main opposition party is urging a boycott, and problems with ballot papers are causing many to wonder how a rerun will result in a better electoral process.Three days after Tanzanians cast their ballots in national elections last October, Zanzibar Electoral Commission Chairman Jecha Salim Jecha announced he would be annulling the island’s elections and holding new ones due to “violations of electoral law.” The opposition has dismissed these claims.Justification Zanzibar Law Society president Omar Said Shaaban says the constitution allows for the electoral commission chairman to nullify polls on or before election day. “But this time, nullification happened three days after the election day, which is not something constitutionally provided,” he said.That makes this election season unprecedented for Zanzibar, a semi-autonomous region of Tanzania. Shaaban says the region has experienced election nullifications in the past, but not days afterward.FILE - The opposition Civic United Front (CUF), Zanzibar's Second Vice-President Seif Sharif Hamad speaks during a news conference in Dar es Salaam in Tanzania, January 11, 2016.Zanzibar presidential candidate and leader of main opposition party Civic United Front, Seif Sharif Hamad, declared himself winner of Zanzibar’s presidency last October before results were announced. Hamad has stated the October election was free, fair and valid, and without grounds for nullification.He is urging a boycott of Sunday’s rerun elections, with support from several other opposition parties.",human
"People around the world are paying their respects to International pop star Michael Jackson. Jackson died suddenly of an apparent heart attack on Thursday at the age of 50 in Los Angeles. An autopsy was planned for Friday June 26, though results are not likely to be final until toxicology tests can be completed. The Los Angeles County Coroner says if a cause can be determined by the autopsy, they will announce the results. Meanwhile, a day after his death people around the work are reacting and paying tribute to the pop icon. News of Michael Jackson's sudden death spread quickly. In his hometown of Gary, Indiana fans held a candlelight vigil and created a makeshift shrine outside his childhood home. In other communities around the U.S., people gathered in groups to sing Jackson songs, dance and recount the pop icon's high-profile life. Images of Michael Jackson singing and dancing were broadcast around the world. Newspapers also covered their front pages with headlines of the singer's death. In Japan, where the pop star was hugely popular, fans were looking forward to being able to see him perform in public again. He had scheduled a series of 50 concerts starting July 13 in London.""I was going to go to his concert in July and I was ready with a present to give him."" said one Japanese fan. ""I had been full of excitement to see him again, but now I am never going to see him again.""",human
"RIYADH, Saudi Arabia - A royal decree by Saudi King Salman granting more rights to women has received a mixed reaction from citizens and experts. The decree, announced on Saturday, allows women to obtain family ID cards and be granted guardianship of their children, in addition to the right to represent their husbands in court.While some citizens have praised the move as a step towards gender equality, others have expressed skepticism that the changes will lead to real-world improvements for women in the deeply conservative country.""I am happy that women will have more rights, but I don't think it will make a big difference in our daily lives,"" said Rania, a Saudi woman who asked to only be identified by her first name. ""There are still many restrictions on what we can do and where we can go.""Experts say the decree is a positive step but that much more needs to be done to address the deep-seated issues of gender discrimination in the country.""This is a step in the right direction, but it is just a first step,"" said Jada Benn Torres, a gender rights researcher at the Arab Foundation for Human Rights and International Liberties. ""There are still many areas where women are denied basic rights, such as the right to drive, work in certain professions, and even leave the country without the permission of a male guardian.""The decree is seen as a significant change from the previous policies of King Salman's predecessor, King Abdullah, who was criticized for not doing enough to address the rights of women and other marginalized groups. The new decree is also seen as a response to the growing calls for reform from the international community.However, some Saudis remain skeptical about the sincerity of the royal decree, given the country's long history of promises to improve the rights of women and other marginalized groups that have gone unfulfilled.""",ai_generated
"As part of the US-Israel relationship, the Pentagon has made at least $2.2 billion available to the Israel Defense Forces for the continued operation in Gaza, which entered a second ceasefire late Sunday, a two-year extension of its first Gaza truce, signed in December 2018 between Israel and Hamas.The Biden administration is ""putting pressure on Israel,"" according to former officials of the Obama administration.The US Congress has historically refused to provide Israel with the billions of dollars it needs.",ai_generated
"Fleming Begaye Sr., one of the remaining World War II Navajo Code Talkers, has passed away at the age of 97. Navajo Nation President, Jonathan Nez, announced Begaye's passing on Friday, expressing gratitude for his service and mourning the loss of a ""true American hero.""Begaye, born on August 26, 1921, was part of the elite group of Navajo Marines who served during World War II as Code Talkers.",ai_generated
"I want someone who's interested in the style of the movie """" Morning. """" ""There's nothing better than a dream,"" wrote the Japanese of ""Spirited Away."" They're the only ones who stay in the fictional world when the world doesn't exist. And who gets a seat there? Who knows and respects? A legend of 21st-century horror films, """" Dawn """" (2007) brings a fantastic picture of a girl's father spreading like a spiral around the world.",machine_translated
"The United States Secretary of State, Antony Blinken, expressed his concern for the situation of democracy in Tanzania and called for the release of political prisoners on Friday.U.S.",ai_generated
"UnitedThe medium that seems to be the third tie between the two and that marks the stop of their next one is the top of the other and the end point, which is a tie that goes more or less to our world. In the five Euro 2008 semi-finals, the three mediums (Lisbon, Porto and Real) went four to the last two. If you look at this last two tie, the last two tied on their own.",machine_translated
"UNITED NATIONS - The United States said Tuesday it is withholding tens of millions of dollars from the U.N. agency that supports Palestinian refugees, and could cut more if reforms are not made.U.S. State Department spokesperson Heather Nauert confirmed to reporters that the Trump administration will withhold $65 million dollars from its initial 2018 contribution to the U.N. Relief and Works Agency (UNRWA). She said a $60 million tranche would be disbursed to avoid having a ""negative impact.""The U.S. gives about $364 million annually to UNRWA, paid in two installments, making it the agency's top donor.FILE - State Department spokeswoman Heather Nauert speaks during a briefing at the State Department in Washington, Aug. 9, 2017.Asked if the funding cut is the result of President Donald Trump's January 2 tweet criticizing the Palestinian Authority for not offering ""appreciation or respect"" for U.S. assistance and a Palestinian lack of willingness to engage in peace talks with Israel, Nauert referred reporters to the White House for comment.""I can tell you that it has long been a concern of this administration — a year into the administration — about UNRWA and how it handles itself and manages its money,"" she added.""We don't believe that taking care of other nations and other people has to solely be the United States' responsibility,"" Nauert said, adding that Washington is asking other countries to contribute more to UNRWA.NRWA's top 10 donors provide over 80 percent of the agency's income. They include after the United States, the European Union, Germany, Sweden, Britain, Saudi Arabia, Japan, Switzerland, Norway and the Netherlands. UNRWA provides education and health services to five million Palestinians in the West Bank, Gaza Strip, Syria, Lebanon and Jordan.Less than two hours before the U.S. announcement, U.N.",human
"The U.S. State Department says Americans who plan to travel to Venezuela for the Copa America football (soccer) tournament should be aware of continuing security concerns there and possible changes to official entry requirements.A public announcement issued Friday says Americans considering travel to Venezuela should carefully consider the risks to their safety and security. Officials warn that violent crime has become a daily occurrence in the capital, Caracas, and that the murder rate there is one of Latin America's highest.Additionally, the State Department says Americans should be aware that uncertainties in the availability of tournament tickets has led to local protests.The announcement urges Americans to monitor Venezuela's government Web sites and contact its embassy or consulates for information on whether vaccinations are required to enter the country during the tournament.The Copa America competition begins June 26 and ends July 19.Some information for this report was provided by Reuters.",human
"The United States' much-anticipated Census Day arrived on Wednesday, April 1, 2020, but the country is reeling from the effects of the COVID-19 pandemic. With most of the nation under some form of lockdown, it is unclear how many people will be able to participate in the Census this year. The once-a-decade count is used to determine the allocation of resources and representation in the government, making it crucially important for every resident to be counted.In an effort to adapt to the current situation, the US Census Bureau has extended the deadline for completing the Census from July 31 to August 14. However, with the number of confirmed cases and deaths from the coronavirus still rising, many people are hesitant to open their doors to Census takers or to fill out the survey online. The fear of infection has made it difficult for officials to gather accurate data on the population.As the crisis continues to unfold, some states have taken matters into their own hands. California, for example, has launched a ""Stay Home, Save Lives"" campaign that emphasizes the importance of participating in the Census online. Other states have also ramped up their efforts to encourage people to complete the survey from the safety of their homes.But with the economy in freefall and millions of people out of work, the Census may take a backseat to more pressing concerns for many Americans. The pandemic has exposed deep inequalities in the country, particularly in the areas of healthcare and social services. The Census will play a crucial role in determining how resources are allocated to address these issues, but it may not be a top priority for those struggling to make ends meet.In the midst of this crisis, the Census represents a glimmer of hope for the future. By participating in the count, Americans can ensure that their communities receive the resources and representation they need to recover and thrive in the coming years. However, the uncertain and chaotic circumstances of this year's Census Day serve as a reminder of the unprecedented challenges facing the nation.",ai_generated
"Financial lenders are facing a major industry reorganization Monday that promises to change the face of banking in the United States. From Washington, VOA's Sean Maroney reports.Early Monday, the U.S. investment bank Lehman Brothers announced that it will file for bankruptcy.In a statement, Lehman said its filing for Chapter 11 in U.S. bankruptcy court will not affect its broker-dealer subsidiaries or other units.Sunday, talks aimed at stabilizing the 158-year-old investment bank ended after Bank of America and Britain's Barclays Plc decided against buying it.Lehman was once the fourth-largest investment bank in the United States. But market analyst Hugh Johnson says bad investments in real estate and other areas brought a drastic fall in the value of Lehman shares. ""Lehman, like so many other investment banks and banks, really got, quite frankly, caught up in the housing bubble, but, like every bubble, the bubble ended and now we're seeing the downside of that bubble,"" Johnson said.On Sunday, Merrill Lynch agreed to be bought out by Bank of America for some $50 billion. Analysts say the move will result in the nation's prime lender (BA) becoming even bigger.In a separate move late Sunday, the U.S.",human
"Senior Zimbabwe opposition leader Roy Bennett was killed late Wednesday with his wife and three others in a helicopter crash in New Mexico.Police say the aircraft went down in a remote mountainous area in the northern part of the state, near the border with Colorado.Another passenger who was injured in the crash survived and managed to call for help.It is unclear what Bennett was doing in New Mexico.The 60-year-old Bennett was treasurer-general of the opposition Movement for Democratic Change and a fierce opponent of longtime president Robert Mugabe, who was forced to resign late last year.A party statement called Bennett ""a resolute and committed fighter for democratic change in Zimbabwe.""",human
"The United States has recently denied allegations that their new aid plan for Pakistan intrudes on the nation's sovereignty, emphasizing that the initiative is meant to strengthen bilateral relations and improve regional security. US officials have been quick to dismiss concerns that the aid package comes with strings attached, arguing that it is in the interest of both nations to cooperate on key issues such as counter-terrorism and economic development.The aid plan, which was announced earlier this month, includes a combination of military assistance, development funds, and economic aid for Pakistan. The primary goal of this initiative is to bolster the nation's counter-terrorism efforts and improve overall security in the region. Additionally, the plan aims to promote economic development and provide support for the struggling economy.Several Pakistani politicians and media outlets have criticized the plan, arguing that it represents a violation of Pakistan's sovereignty and an unwanted interference in the nation's domestic affairs. These critics have expressed concerns that the aid package may come with hidden conditions that could undermine the country's autonomy.In response to these criticisms, US officials have firmly stated that the aid plan does not entail any interference in Pakistan's domestic matters and is solely aimed at supporting the country's efforts to combat terrorism and improve economic conditions. ""Our aid plan for Pakistan is based on mutual interests and shared goals, and does not intrude on the country's sovereignty,"" said a senior State Department official.Furthermore, US officials have reiterated that the aid plan is part of a broader strategy to strengthen regional security and ensure long-term stability in South Asia. ""Our cooperation with Pakistan is an essential element of our regional security strategy, and we are committed to working closely with the government and people of Pakistan to tackle the common challenges we face,"" said the official.Many experts see this aid plan as a vital step in rebuilding trust between the US and Pakistan, which has been strained in recent years due to various factors such as the US drone campaign in Pakistan's tribal areas and the 2011 raid that killed Osama bin Laden. However, others argue that it is crucial for both countries to be transparent about the terms of the aid package and ensure that the funds are used effectively.As the US continues to emphasize its commitment to working collaboratively with Pakistan to address regional security challenges, it remains to be seen how this aid plan will impact the relationship between the two countries in the long run.",ai_generated
"of CiviliansThe Malian government resigned on Monday, in the aftermath of a massacre by Islamist militants who killed dozens of civilians on March 23.Bamako, MINA – Mali’s government resigned on Monday, in the aftermath of a massacre by Islamist militants who killed dozens of civilians in an ethnic Dogon village, state television reported.The resignations of Prime Minister Boubou Cisse and his government were accepted by the president, Ibrahim Boubacar Keita.It was the second government resignation since the massacre, which left more than 150 people dead in the latest attack by jihadists on civilians in the country’s volatile and ethnically diverse central region.Last week, Cisse condemned the violence in the village of Ogossagou in the Mopti region, as “barbarism”.“",ai_generated
"Copenhagen - In a move that has sparked controversy, the Danish government has announced plans to ban face veils in public places. The proposed ban, which is set to be introduced in the summer of 2023, would make it illegal for anyone to wear a face veil in public areas such as streets, parks, and public transportation.The move has been criticized by civil liberties groups and some politicians, who argue that it infringes on the right to freedom of expression and religion. However, supporters of the ban say that it is necessary to protect Danish values and to promote social cohesion.The ban is part of a wider effort by the Danish government to combat what it sees as the erosion of traditional Danish values. In recent years, the country has seen a significant influx of immigrants, many of whom come from Muslim-majority countries. This has led to a rise in the number of people wearing face veils in public.The ban is expected to be enforced with stiff penalties, including fines and even imprisonment for those who violate the law. It is unclear how the ban will be enforced, but officials have indicated that it will be up to police officers to determine whether someone is wearing a face veil in public.The issue of face veils has become a contentious one in many European countries in recent years, with some governments banning them in public places while others have taken a more permissive approach. The debate has been marked by heated arguments on both sides, with some arguing that face veils are a symbol of oppression and others insisting that they are a legitimate form of religious expression.The Danish government's proposed ban is likely to be closely watched by other European countries, many of which are grappling with similar issues.",ai_generated
"PORTO-SANTO: The head of state of the Senegalese army, General Mbouré Ndiaye, together with his military team, is visiting Bissau on Monday. The aim of the visit is to strengthen friendship and cooperation between the Senegalese army and the armed forces of Guinea-Bissau, believing in greater integration of the two countries in the fight against terrorism and in the maintenance of peace and stability in the region. During the visit, General Mbouré Ndiaye is scheduled to meet with the Minister of Defence of Guinea-Bissau, the leaders of the armed forces and foreign military mission leaders in Bissau. Also, the head of state is scheduled to inaugurate the new building of the Senegalese Ground Force Command in Bissau, which was built with the financial support of the African Union. This visit is a demonstration of the commitment of the Senegalese army to support",machine_translated
"BUENOS AIRES - Argentina's former vice president, Amado Boudou, was sentenced to nearly six years in prison on Tuesday after being found guilty of corruption while serving under former president Cristina Kirchner. The charges related to Boudou's attempt to buy a company that printed currency through a front business while serving as Kirchner's economy minister. A court found the 55-year-old guilty of ""passive bribery"" and conduct ""incompatible"" with his duties as a public servant, sentencing him to five years and 10 months in prison. Boudou, who served in Kirchner's cabinet from 2009 to 2015, has been banned for life from holding public office. His lawyers are expected to appeal the conviction. Argentina has recently been rocked by another major corruption scandal involving top political and business figures and compared to neighboring Brazil's sprawling Operation Car Wash probe. Kirchner, who served as president from 2007 to 2015, has been summoned for questioning next week amidst allegations that tens of millions of dollars in bribes were funneled to the presidential residence, executive mansion and offices. Ever since she left office, her administration has been beset by various corruption allegations and convictions. Boudou told the court that he never negotiated a 70 percent stake in Ciccone Calcografica eight years ago, saying the ""alleged bribe has no basis or link to the evidence because it didn't exist.""",human
"The United States has called on Turkey to de-escalate tensions in northern Syria and to refocus its efforts on combating the Islamic State (IS) group. The request comes amid growing concerns over the potential for direct conflict between Turkish forces and Syrian Democratic Forces (SDF), a Kurdish-led militia that has been a crucial US ally in the fight against IS in the region.In a statement issued on Wednesday, the US State Department urged Turkey to ""resolve any disagreements it has with other NATO members through dialogue and to maintain its focus on defeating the Islamic State."" The statement added that ""continued escalation benefits the interests of our shared adversaries, including the Assad regime, Russia, and Iran.""Turkey has been carrying out a military operation, dubbed ""Operation Olive Branch,"" in the Syrian region of Afrin since January 2018, targeting Kurdish groups that it considers terrorist organizations, including the SDF's People's Protection Units (YPG). The operation has been widely criticized by the international community, with concerns mounting over the humanitarian impact and the risk of increased violence in the region.The Turkish incursion has further complicated the already convoluted situation in northern Syria, with multiple actors vying for control over the territory. While Turkey and its Syrian rebel allies are seeking to establish a buffer zone along the border, the US-backed SDF has been attempting to consolidate its position in the region, with the ultimate aim of establishing a Kurdish autonomous administration.Ankara has repeatedly expressed its frustration at Washington's continued support for the SDF, with President Recep Tayyip Erdogan warning in March that Turkish forces could potentially target US troops in northern Syria if they continue to support Kurdish forces.The US call for de-escalation comes ahead of a planned high-level meeting between Turkish and US officials, which is set to take place in the coming weeks. Both sides are expected to discuss a range of issues, including the Syrian crisis, counter-terrorism cooperation, and the strengthening of NATO's southeastern flank.Analysts say that the US request for de-escalation signals a renewed effort to defuse tensions with its NATO ally and to prevent the unraveling of an already fragile partnership.",ai_generated
"Angola's polls have closed after a day of voting that was marked by claims of irregularities. Reports have surfaced of missing ballots, and people being allowed to vote without appropriate documentation.The polls were the first in Angola since 2017, when President João Lourenço was sworn in. Lourenço defeated the long-standing leader José Eduardo dos Santos, who had ruled the country since 1979.The election was seen as a test for Lourenço’s reforms and a chance for Angola’s citizens to make their voices heard. It was monitored by international observers who have been critical of the country’s political process in the past.It is not yet clear whether the reported irregularities have had an impact on the results, and the election authorities have yet to officially announce the results. Whatever the outcome, it will be important to assess the claims of irregularities that were made throughout the day.",ai_generated
"In order to avoid selection, of the six candidates who stand or lose in the election, Jean-Marie Le Pen is the candidate who could suspend him in the next French presidential election. The way that there's a suspension is by appealing to peace, a request to French President François Hollande for a deadline that applies to everyone who goes to the game, not just for being suspended like the PSD party. This would be an answer, in which the campaign could continue to be approved, once or twice, with other nominees. This change in each of them also affects the election vote. Next Sunday, 18th, will be one of the days that Jean-Marie Le Pen will have secured his nomination for the second round, and we will not be honest and they will not be anti-apartheid, or they will not have broken the French flag. It's not that you're trying to break the flag of France not without being approved or yes with being approved,"" Justice Minister François Hollande said during the National Assembly session on the decision he made.",machine_translated
"SYDNEY (Reuters) -Wednesday, January 15, 2020 at 6:30 am |Cars burnt from bushfires are seen on a street in Nana Glen, Australia. (Reuters/Tracey Nearmy)Australian authorities said on Wednesday that residents of the town of Marysville, which was ravaged by fire on New Year’s Eve, will be allowed to return to their homes on Thursday after a week.The town has been in lockdown since Monday, with local authorities citing health risks from smoke and ash for the exclusion zone.Emergency Services Minister Lisa Neville said residents of the town of almost 2,000 people on the country’s east coast will be allowed back to their homes from 0400 GMT on Thursday.Marysville was hit by a huge bushfire on Dec. 31 that burned through more than 8,000 hectares, or 20,000 acres (80 square km), of land and destroyed more than 90 buildings, two of them hospitals, authorities said.Some 80,000 people have been displaced by devastating bushfires in recent weeks that have destroyed more than 5.25 million hectares, or 12.35 million acres (51,000 sq km), across Australia.Aerial images have shown entire communities wiped out and streets reduced to rubble by huge fires that have scorched swathes of the country, including along the scenic east coast.Thousands of people have taken to the streets in recent days to protest against the government’s handling of the bushfire crisis and call for stronger action on climate change.Prime Minister Scott Morrison on Tuesday announced the government would commit an extra 2 billion Australian dollars ($1.39 billion) toward the recovery effort in addition to the tens of millions of dollars already pledged.Australia’s ruling conservative coalition government has come under sustained criticism for its response to the fires and its climate change policies.Morrison, who has rejected any links between the fires and his conservative government’s policies, said he would speak with state and territory leaders on Thursday about the response to the fires.",ai_generated
"Immediately from the site of the morning newspaper Correio, at www.cmjornal.ptNew feminist action, which will take place on Thursday and Friday, aims to show the secular government of Alberto Fernández the discontent with social policies. By Lusa | 14:42A new feminist strike in Argentina will take place on Thursday and Friday, announcing the opposition this Tuesday, in a protest that will hardly be observed in much of the country, which is focused on celebrating the anniversary of independence and also at the carnival. The """" Every day poorer """" protest is expected to gather about 5,500 women, while the student protests, which take place every two weeks, are scheduled for the last two days of the week and already counted 300,000 people in each action. Feminists want to protest the increase in sexual violence and cases of mating between young people and teachers, the death of mothers",machine_translated
"Google Inc. has overhauled its search algorithm, the foundation of the Internet's dominant search engine, to better cope with the longer, more complex queries it has been getting from Web users. Amit Singhal, senior vice president of search, told reporters on Thursday that the company launched its latest “Hummingbird” algorithm about a month ago and that it currently affects 90 percent of worldwide searches via Google. Google is trying to keep pace with the evolution of Internet usage. As search queries get more complicated, traditional “Boolean” or keyword-based systems begin deteriorating because of the need to match concepts and meanings in addition to words. “Hummingbird” is the company's effort to match the meaning of queries with that of documents on the Internet, said Singhal from the Menlo Park garage where Google founders Larry Page and Sergey Brin conceived their now-ubiquitous search engine. “Remember what it was like to search in 1998? You'd sit down and boot up your bulky computer, dial up on your squawky modem, type in some keywords, and get 10 blue links to websites that had those words,” Singhal wrote in a separate blogpost. “The world has changed so much since then: billions of people have come online, the Web has grown exponentially, and now you can ask any question on the powerful little device in your pocket.”",human
"In a modest kitchen in a middle-class apartment, a 50-year-old man built a watchdog empire, making over R$7.7 billion in three years. The story of Mario, who prefers not to reveal his nickname, shows that success does not depend on big investments or very specific training, but rather a lot of work, dedication and an entrepreneurial spirit. Mario had always loved to cook, and in 2015, he decided to turn that passion into a bold endeavor. With just R$300, he bought a little sideboard at a neighborhood market and started selling his creations on free weekends and at a small stall on the beach. With the money he earned, he invested in more equipment and expanded his activities, until he turned his kitchen into a real bakery. Today, Mario sells over a hundred flavors of bakery, from the classics to the most sophisticated and creative. He cares about the quality of the ingredients, always looking to improve the recipe and the presentation of his products. What's more, it's not the same thing.",machine_translated
"Kenya has announced a six-month extension of an amnesty offer to al-Shabab militants, the Somalia-based militant group. The offer was initially intended to help combat the militant group and was first launched in 2015. According to the Kenyan President, Uhuru Kenyatta, the move was made in order to protect the safety of Kenyans. Al-Shabab is responsible for the deadly Garissa University College attack in April 2015, which killed 148 people. Since then, the group has continued to pose a threat to Kenya, having carried out numerous other attacks across the country. The new amnesty programme will offer amnesty to any al-Shabab fighters who turn themselves in and agree to abandon extremist ideologies.",ai_generated
"A massive 7.0 magnitude earthquake struck Sichuan province in southwest China, killing more than 1,000 people and leaving thousands injured and homeless. The quake occurred on Saturday morning, around 8 a.m. local time, and was followed by several flash floods, some of them of high magnitude, hampering recovery efforts and increasing fear and panic among local residents. According to the China Earthquake Network Center, the epicenter of the earthquake was located near Jiuzhaigou County, a tourist area known for its natural beauty and classified as a World Heritage Site by UNESCO. The affected area is mountainous and difficult to access, which has delayed search and rescue efforts and the arrival of emergency teams. The Chinese authorities have mobilized more than 60,000 soldiers and rescue workers to assist in search and rescue efforts in the affected area. In addition, several international organizations and countries, such as Japan, the United States and Russia, have also been involved.",machine_translated
"Pakistan says it will counter what it calls big Indian troop movements along the border. But the Pakistani government says it will not retaliate against New Delhi's decision to recall its ambassador in Islamabad.In a statement issued Friday, Pakistan Foreign Ministry says it is deeply concerned over what it calls massive troop movements by India along the border (in the Sindh-Rajasthan Sector, in the Chenab-Ravi corridor) and on the military line of control dividing the disputed Kashmir region.The statement says such actions would aggravate an already tense situation in the region and Pakistan will be obliged to take, what it termed: ""all appropriate counter measures."" India says the military movement is a precautionary measure and a reaction to what it says is a large mobilization of Pakistani forces near the border.Tension between the two nations has increased after last week's terrorist attack on India's parliament building. New Delhi blames two Pakistan-based Islamic militant groups. The attack claimed 14 lives, including the five attackers.Foreign Ministry spokesman, Aziz Khan, says his country regrets an Indian decision to recall its ambassador to Islamabad and stop all bus and train services between the two nations beginning next month.""Pakistan does not intend to respond in kind. Indeed the government of Pakistan feels that in the prevailing tense situation it is all the more important to keep all channels of communication open.",human
Katherine Gorka named to head Presidential Initiative on Regulatory Reform - Washington ExaminerThe Influence of the Internet on Our Daily Life | Lifelessons4uThe Internet's Influence on Daily Life - JSTORSocial media: its influence on daily life | The Daily TimesNYU Law's Engelberg Center Launches Daily Briefing | LegaltechInside the Internet's effect on daily life | The Daily StarThe Effects of the Internet on Daily Life - AZ CentralHow the Internet Changed Our Daily Life - Daily Writing TipsThe Effects of Internet on Our Daily Life | MIT SloanSocial Media's Influence on our Daily Life | Digital E-LearningInternet and social lifeThe internet's influence on daily lifeHow does the internet influence your daily life?,ai_generated
"""Parties want political change with new secretaries"" is the headline in the Eastern Azores. The reactions of political parties and social partners to the changes in the Regional Government, with four new secretaries taking over today, are highlighted in the Eastern Azores on Tuesday, July 8, 2014.",machine_translated
